키워드,검색량,네이버검색량,추이,난이도,섹션,패션,LF몰,W컨셉,한섬,SSF샵,SI빌리지,Status,순위,우선순위
더플백,0,12490,급하락,,가방,Y,0,0,0,0,0,미수집,17,17순위
크로스,3600,21790,급하락,,가방,Y,0,0,0,0,0,미수집,11,11순위
모자,14800,56660,급하락,18,액세서리,Y,0,0,0,12,0,Missing,3,3순위
캡모자,0,23180,급하락,,액세서리,Y,0,0,0,0,0,미수집,15,15순위
썬바이저,1900,6780,급하락,,액세서리,Y,0,0,0,0,0,미수집,28,28순위
방한모자,0,200,급상승,,액세서리,Y,0,0,0,0,0,미수집,42,42순위
스포츠선글라스,0,13060,급하락,,스포츠,N,0,0,0,0,0,미수집,0,
두건,2900,6400,급하락,,액세서리,Y,0,0,0,0,0,미수집,29,29순위
마스크,12100,39900,유지,,기타,N,0,0,0,0,0,미수집,0,
야구용품,0,9400,상승,,스포츠,N,0,0,0,0,0,미수집,0,
야구장갑,0,1900,하락,,스포츠,N,0,0,0,0,0,미수집,0,
야구글러브,0,34500,유지,,스포츠,N,0,0,0,0,0,미수집,0,
야구배트,0,10150,하락,,스포츠,N,0,0,0,0,0,미수집,0,
기타야구용품,0,10,,,스포츠,N,0,0,0,0,0,미수집,0,
기타스포츠용품,0,10,급하락,,스포츠,N,0,0,0,0,0,미수집,0,
자전거용품,0,5660,급하락,,스포츠,N,0,0,0,0,0,미수집,0,
남성 스윔웨어,0,50,유지,,수영/비치,Y,0,0,0,0,0,미수집,31,31순위
남성 수영복,390,4270,급하락,,수영/비치,Y,0,0,0,0,0,미수집,17,17순위
남성 래쉬가드,170,3000,급하락,,수영/비치,Y,0,0,0,0,0,미수집,19,19순위
남성 비치웨어,0,120,급하락,,수영/비치,Y,0,0,0,0,0,미수집,26,26순위
여성 스윔웨어,0,120,급하락,,수영/비치,Y,0,0,0,0,0,미수집,27,27순위
여성 비키니,210,490,급하락,,수영/비치,Y,0,0,0,0,0,미수집,22,22순위
여성 원피스수영복,0,640,급하락,,수영/비치,Y,0,0,0,0,0,미수집,21,21순위
여성 모노키니,0,90,급하락,,수영/비치,Y,0,0,0,0,0,미수집,29,29순위
여성 래쉬가드,0,9000,급하락,,수영/비치,Y,0,0,0,0,0,미수집,10,10순위
여성 비치웨어,0,170,급하락,,수영/비치,Y,0,0,0,0,0,미수집,23,23순위
아동 스윔웨어,0,25,,,유아동,N,0,0,0,0,0,미수집,0,
여아 수영복,2400,13380,급하락,,수영/비치,Y,0,0,0,0,0,미수집,7,7순위
여아 래쉬가드,0,14120,급하락,,수영/비치,Y,0,0,0,0,0,미수집,6,6순위
남아 수영복,590,8830,급하락,,수영/비치,Y,0,0,0,0,0,미수집,11,11순위
남아 래쉬가드,0,7550,급하락,,수영/비치,Y,0,0,0,0,0,미수집,12,12순위
스윔용품,0,10,,,수영/비치,Y,0,0,0,0,0,미수집,32,32순위
수경,1900,20250,급하락,,수영/비치,Y,0,0,0,0,0,미수집,5,5순위
수영모,720,5420,급하락,,수영/비치,Y,0,0,0,0,0,미수집,14,14순위
수영가방,0,28590,급하락,,수영/비치,Y,0,0,0,0,0,미수집,3,3순위
수영방수팩,0,140,급상승,,수영/비치,Y,0,0,0,0,0,미수집,25,25순위
스노클,2900,5300,급하락,,수영/비치,Y,0,0,0,0,0,미수집,15,15순위
튜브,8100,22540,급하락,,수영/비치,Y,0,0,0,0,0,미수집,4,4순위
오리발,2900,11640,급하락,,수영/비치,Y,0,0,0,0,0,미수집,8,8순위
기타수상스포츠,0,10,,,수영/비치,Y,0,0,0,0,0,미수집,33,33순위
여성 기타수영복,0,10,,,수영/비치,Y,0,0,0,0,0,미수집,34,34순위
텐트,4400,33390,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
타프,2900,47140,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
침낭,3600,14010,유지,,캠핑/등산,N,0,0,0,0,0,미수집,0,
매트,4400,27500,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
테이블,6600,22180,하락,,가구,N,0,0,0,0,0,미수집,0,
의자,18100,58700,하락,,가구,N,0,0,0,0,0,미수집,0,
캠핑가방,0,3800,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
캠핑파우치,0,730,상승,,캠핑/등산,N,0,0,0,0,0,미수집,0,
랜턴,4400,7130,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
취사용품,0,10,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
스토브,33100,11890,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
화로,2400,6680,하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
그릴,2400,6190,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
난방용품,0,60,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
아이스박스,0,60500,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
아이쿨러,0,15,유지,,캠핑/등산,N,0,0,0,0,0,미수집,0,
폴딩박스,0,8560,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
기타캠핑용품,0,10,,,캠핑/등산,N,0,0,0,0,0,미수집,0,
캠핑웨어,0,120,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
캠핑ACC,0,10,,,캠핑/등산,N,0,0,0,0,0,미수집,0,
등산트래킹화,0,25,상승,,캠핑/등산,N,0,0,0,0,0,미수집,0,
클라이밍,12100,36000,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
암벽화,590,1970,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
20L이하,0,10,,,기타,N,0,0,0,0,0,미수집,0,
20L초과,0,10,,,기타,N,0,0,0,0,0,미수집,0,
40L초과,0,10,,,기타,N,0,0,0,0,0,미수집,0,
등산모자,0,17070,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
등산양말,0,6620,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
등산장갑,0,2990,급상승,,캠핑/등산,N,0,0,0,0,0,미수집,0,
물통,3600,13170,급하락,,캠핑/등산,N,0,0,0,0,0,미수집,0,
등산스틱,0,26670,상승,,캠핑/등산,N,0,0,0,0,0,미수집,0,
기타등산용품,0,10,,,캠핑/등산,N,0,0,0,0,0,미수집,0,
슬리브,6600,13710,급하락,,의류,Y,0,0,0,0,0,미수집,30,30순위
브라탑,0,33210,급하락,,언더웨어,Y,0,0,0,0,0,미수집,2,2순위
드레스,27100,11200,하락,31,의류,Y,35,0,0,0,0,Strong,43,43순위
홈트,1600,4380,급하락,,스포츠,N,0,0,0,0,0,미수집,0,
홈요가용품,0,10,,,스포츠,N,0,0,0,0,0,미수집,0,
헬스기구,0,5770,하락,,스포츠,N,0,0,0,0,0,미수집,0,
남성스키보드웨어,0,10,,,스포츠,N,0,0,0,0,0,미수집,0,
여성스키보드웨어,0,10,,,스포츠,N,0,0,0,0,0,미수집,0,
반다나,9900,28080,급하락,23,액세서리,Y,12,6,0,24,0,Weak,11,11순위
기타스키보드용품,0,10,,,스포츠,N,0,0,0,0,0,미수집,0,
루어낚시,0,3190,급하락,,낚시,N,0,0,0,0,0,미수집,0,
민물낚시,0,1590,급하락,,낚시,N,0,0,0,0,0,미수집,0,
바다낚시,0,5950,급하락,,낚시,N,0,0,0,0,0,미수집,0,
낚시찌,720,1380,상승,,낚시,N,0,0,0,0,0,미수집,0,
낚시줄,0,3400,급하락,,낚시,N,0,0,0,0,0,미수집,0,
낚시의류,0,1010,급하락,,낚시,N,0,0,0,0,0,미수집,0,
낚시잡화,0,10,,,낚시,N,0,0,0,0,0,미수집,0,
낚시가방,0,8820,급하락,,낚시,N,0,0,0,0,0,미수집,0,
기타낚시용품,0,10,,,낚시,N,0,0,0,0,0,미수집,0,
남성 상의,10,420,급상승,,의류,Y,0,0,0,0,0,미수집,111,111순위
남성 하의,0,40,하락,,의류,Y,0,0,0,0,0,미수집,129,129순위
여성 상의,140,2090,하락,,의류,Y,0,0,0,0,0,미수집,83,83순위
여성 하의,0,55,급상승,,의류,Y,0,0,0,0,0,미수집,128,128순위
용품,720,670,급하락,,기타,N,0,0,0,0,0,미수집,0,
장비,5400,4010,급하락,,기타,N,0,0,0,0,0,미수집,0,
전기자전거,18100,198200,유지,,가전,N,0,0,0,0,0,미수집,0,
미니백,0,15890,급하락,,가방,Y,0,0,0,0,0,미수집,16,16순위
펌프스,1000,2510,급상승,,신발,Y,0,0,0,0,0,미수집,29,29순위
힐,1900,3270,하락,,신발,Y,0,0,0,0,0,미수집,28,28순위
웨지힐,2900,8630,급하락,,골프,Y,0,0,0,0,0,미수집,13,13순위
플랫,2900,5020,급하락,,신발,Y,0,0,0,0,0,미수집,24,24순위
옥스포드,4400,6390,유지,,신발,Y,0,0,0,0,0,미수집,23,23순위
레이스업,0,190,하락,,신발,Y,0,0,0,0,0,미수집,41,41순위
블라우스,18100,55500,하락,24,의류,Y,0,2,0,16,0,Missing,1,1순위
언더웨어,1600,3600,하락,,언더웨어,Y,0,0,0,0,0,미수집,15,15순위
여성비치웨어,0,170,급하락,,수영/비치,Y,0,0,0,0,0,미수집,24,24순위
지갑,14800,29370,급하락,20,지갑/벨트,Y,0,0,0,30,0,Missing,1,1순위
명함지갑,0,12700,하락,,지갑/벨트,Y,0,0,0,0,0,미수집,4,4순위
여성벨트,0,10430,급상승,,지갑/벨트,Y,0,0,0,0,0,미수집,6,6순위
정장,18100,12270,급하락,20,의류,Y,0,0,26,15,0,Missing,11,11순위
남성비치웨어,0,120,급하락,,수영/비치,Y,0,0,0,0,0,미수집,28,28순위
남성벨트,0,15000,급상승,,지갑/벨트,Y,0,0,0,0,0,미수집,3,3순위
선글라스,18100,88900,급하락,20,액세서리,Y,0,18,0,0,0,Missing,1,1순위
안경,22200,57900,하락,,액세서리,Y,0,0,0,0,0,미수집,7,7순위
숄,3600,2920,하락,,액세서리,Y,0,0,0,0,0,미수집,36,36순위
여성장갑,0,340,급상승,,액세서리,Y,0,0,0,0,0,미수집,40,40순위
남성장갑,0,80,급상승,,액세서리,Y,0,0,0,0,0,미수집,44,44순위
넥타이,8100,17320,상승,32,액세서리,Y,0,0,0,21,0,Missing,8,8순위
기타ACC,0,10,,,액세서리,Y,0,0,0,0,0,미수집,46,46순위
여성,8100,5840,하락,,기타,N,0,0,0,0,0,미수집,0,
남성,4400,4290,유지,,기타,N,0,0,0,0,0,미수집,0,
남녀공용,0,360,하락,,기타,N,0,0,0,0,0,미수집,0,
헤어ACC,0,10,,,액세서리,Y,0,0,0,0,0,미수집,47,47순위
아동의류,0,230,급상승,,유아동,N,0,0,0,0,0,미수집,0,
아우터,5400,2470,급상승,,의류,Y,0,0,0,0,0,미수집,75,75순위
상의,1900,4060,급하락,,의류,Y,0,0,0,0,0,미수집,64,64순위
하의,720,590,급하락,,의류,Y,0,0,0,0,0,미수집,104,104순위
세트,14800,4070,급하락,,기타,N,0,0,0,0,0,미수집,0,
아동가방,0,170,급상승,,유아동,N,0,0,0,0,0,미수집,0,
아동슈즈,0,25,유지,,유아동,N,0,0,0,0,0,미수집,0,
여성가방,0,19150,급하락,,가방,Y,0,0,0,0,0,미수집,12,12순위
여성슈즈,40,1010,상승,,신발,Y,0,0,0,0,0,미수집,35,35순위
모카신,1300,1340,급상승,,신발,Y,0,0,0,0,0,미수집,34,34순위
여성의류,0,8660,급하락,,의류,Y,0,0,0,0,0,미수집,44,44순위
여성지갑,0,11900,급상승,,지갑/벨트,Y,0,0,0,0,0,미수집,5,5순위
남성가방,0,5170,급하락,,가방,Y,0,0,0,0,0,미수집,21,21순위
남성슈즈,0,190,급상승,,신발,Y,0,0,0,0,0,미수집,42,42순위
남성의류,0,2020,급하락,,의류,Y,0,0,0,0,0,미수집,85,85순위
남성지갑,0,6580,하락,,지갑/벨트,Y,0,0,0,0,0,미수집,8,8순위
아이웨어,0,15180,급상승,,액세서리,Y,0,0,0,0,0,미수집,18,18순위
ACC,4400,10170,하락,,액세서리,Y,0,0,0,0,0,미수집,23,23순위
키링,14800,46260,급하락,18,액세서리,Y,0,0,0,49,0,Missing,4,4순위
키홀더,1300,3690,급하락,,주얼리/시계,Y,0,0,0,0,0,미수집,19,19순위
시계,49500,352200,하락,,주얼리/시계,Y,0,0,0,0,0,미수집,1,1순위
남녀공용시계,0,25,유지,,주얼리/시계,Y,0,0,0,0,0,미수집,30,30순위
시계ACC,0,10,,,주얼리/시계,Y,0,0,0,0,0,미수집,34,34순위
주얼리,3600,14910,급하락,,주얼리/시계,Y,0,0,0,0,0,미수집,10,10순위
남성주얼리,30,90,하락,,주얼리/시계,Y,0,0,0,0,0,미수집,28,28순위
키즈,3600,8180,하락,,유아동,N,0,0,0,0,0,미수집,0,
침구,2900,3690,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
이불,8100,48200,유지,,리빙/홈,N,0,0,0,0,0,미수집,0,
요,33100,9280,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
패드,5400,10540,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
이불솜,0,1360,상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
속통,10,40,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
베개,33100,124600,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
베게솜,0,1600,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
베개커버,0,28000,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
침구커버,0,100,급상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
침구세트,0,3640,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
담요,4400,14140,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
카페트,2900,14520,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
쿠션,5400,22650,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
거실화,0,5520,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
러그,9900,29450,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
발매트,0,23740,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
주방매트,0,15180,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
놀이,1900,2010,급하락,,유아동,N,0,0,0,0,0,미수집,0,
다용도매트,0,170,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
방석,2400,18720,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
소파패드,0,9020,하락,,가구,N,0,0,0,0,0,미수집,0,
커버,1600,3840,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
커튼,8100,59700,유지,,리빙/홈,N,0,0,0,0,0,미수집,0,
블라인드,246000,199600,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
쉐이드,480,1500,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
커튼부자재,0,270,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
패브릭소품,0,160,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
에어컨,135000,203500,급하락,,가전,N,0,0,0,0,0,미수집,0,
선풍기커버,0,5440,급하락,,가전,N,0,0,0,0,0,미수집,0,
기타 패브릭소품,0,10,,,리빙/홈,N,0,0,0,0,0,미수집,0,
가구,6600,17400,하락,,가구,N,0,0,0,0,0,미수집,0,
침대,18100,100700,하락,,가구,N,0,0,0,0,0,미수집,0,
매트리스,8100,92400,하락,,가구,N,0,0,0,0,0,미수집,0,
토퍼,9900,53800,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
가죽소파,0,14650,급하락,,가구,N,0,0,0,0,0,미수집,0,
페브릭소파,0,3050,유지,,가구,N,0,0,0,0,0,미수집,0,
사무용의자,0,26100,상승,,가구,N,0,0,0,0,0,미수집,0,
리클라이너,0,28150,하락,,가구,N,0,0,0,0,0,미수집,0,
디자인체어,0,690,급상승,,가구,N,0,0,0,0,0,미수집,0,
책상,14800,60200,유지,,가구,N,0,0,0,0,0,미수집,0,
책장,8100,45600,하락,,가구,N,0,0,0,0,0,미수집,0,
거실테이블,0,30530,하락,,가구,N,0,0,0,0,0,미수집,0,
거실수납장,0,13060,유지,,가구,N,0,0,0,0,0,미수집,0,
선반,8100,42400,급하락,,가구,N,0,0,0,0,0,미수집,0,
식탁세트,0,5820,하락,,가구,N,0,0,0,0,0,미수집,0,
식탁,5400,65900,하락,,가구,N,0,0,0,0,0,미수집,0,
식탁의자,0,55340,하락,,가구,N,0,0,0,0,0,미수집,0,
벤치,6600,11440,하락,,가구,N,0,0,0,0,0,미수집,0,
홈바,720,3740,하락,,가구,N,0,0,0,0,0,미수집,0,
홈아일랜드식탁,0,10,,,가구,N,0,0,0,0,0,미수집,0,
주방수납장,0,27610,유지,,가구,N,0,0,0,0,0,미수집,0,
사이드테이블,0,21570,유지,,가구,N,0,0,0,0,0,미수집,0,
유아동가구,0,10,유지,,유아동,N,0,0,0,0,0,미수집,0,
테라스,4400,7940,하락,,가구,N,0,0,0,0,0,미수집,0,
야외가구,0,620,상승,,가구,N,0,0,0,0,0,미수집,0,
옷장,5400,45220,유지,,가구,N,0,0,0,0,0,미수집,0,
붙박이장,0,38200,하락,,가구,N,0,0,0,0,0,미수집,0,
행거,6600,63900,하락,,가구,N,0,0,0,0,0,미수집,0,
화장대,4400,61600,하락,,가구,N,0,0,0,0,0,미수집,0,
화장거울,0,1240,상승,,가구,N,0,0,0,0,0,미수집,0,
서랍장,8100,56700,하락,,가구,N,0,0,0,0,0,미수집,0,
수납장,4400,45900,하락,,가구,N,0,0,0,0,0,미수집,0,
수납가구,0,1110,급하락,,가구,N,0,0,0,0,0,미수집,0,
협탁,4400,15190,급하락,,가구,N,0,0,0,0,0,미수집,0,
신발장,4400,24730,급하락,,가구,N,0,0,0,0,0,미수집,0,
홈데코,0,920,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
조명,12100,44600,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
스탠드,6600,21200,상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
홈데코소품,0,55,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
거울,14800,22730,급상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
그림,49500,27380,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
액자,6600,27670,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
월데코,0,130,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
캔들,2400,9970,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
디퓨저,14800,35300,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
식물,33100,23380,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
가든용품,0,170,급상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
조화,3600,17790,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
화병,4400,12110,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
크리스마스,60500,7140,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
파티용품,0,4470,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
쿡웨어,0,570,급상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
냄비,8100,25970,상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
프라이팬,8100,43000,상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
주방조리도구,0,520,급상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
식기,1000,3210,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
테이블웨어,0,1070,하락,,가구,N,0,0,0,0,0,미수집,0,
그릇,4400,17490,상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
홈세트,30,100,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
커트러리,2400,10160,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
컵,8100,13030,급상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
잔,4400,3650,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
주방용품기타,0,10,,,리빙/홈,N,0,0,0,0,0,미수집,0,
보관용기,0,590,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
텀블러,40500,148400,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
트레이,4400,14610,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
테이블매트,0,12810,하락,,가구,N,0,0,0,0,0,미수집,0,
소품,1600,2580,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
잡화,1000,1730,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
수납용품,0,90,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
옷걸이,9900,41480,유지,,리빙/홈,N,0,0,0,0,0,미수집,0,
도어훅,0,280,유지,,리빙/홈,N,0,0,0,0,0,미수집,0,
휴지통,22200,14060,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
분리수거함,0,29080,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
플라스틱리빙박스,0,1910,유지,,리빙/홈,N,0,0,0,0,0,미수집,0,
패브릭리빙박스,0,1220,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
철제정리함,0,230,상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
원목,1000,3410,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
라탄정리함,0,120,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
의류정리,0,90,급상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
수납바스켓,0,400,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
화장소품정리함,0,10,,,리빙/홈,N,0,0,0,0,0,미수집,0,
압축팩,0,6750,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
멀티탭,9900,76500,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
기타정리함,0,15,,,리빙/홈,N,0,0,0,0,0,미수집,0,
생활용품,2900,2870,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
세탁세제,0,56700,상승,,리빙/홈,N,0,0,0,0,0,미수집,0,
청소세제,0,800,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
주방세제,0,29520,유지,,리빙/홈,N,0,0,0,0,0,미수집,0,
탈취,880,2650,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
방향,1900,3130,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
세면,390,960,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
구강,1300,1660,급하락,,뷰티/향수,Y,0,0,0,0,0,미수집,83,83순위
세탁,2900,8060,유지,,리빙/홈,N,0,0,0,0,0,미수집,0,
세탁청소용품,0,10,,,리빙/홈,N,0,0,0,0,0,미수집,0,
티슈,880,3280,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
위생용품,320,520,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
생활잡화,0,100,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
욕실용품,0,2640,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
수건,49500,61500,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
가운,2400,3720,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
욕실매트,0,10790,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
욕실발판,0,3450,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
욕실화,480,11780,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
욕실패브릭,0,10,,,리빙/홈,N,0,0,0,0,0,미수집,0,
욕실수납,0,1530,하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
욕실정리,0,1040,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
욕실청소용품,0,820,급하락,,리빙/홈,N,0,0,0,0,0,미수집,0,
문구,5400,23100,하락,,문구,N,0,0,0,0,0,미수집,0,
오피스용품,0,220,하락,,문구,N,0,0,0,0,0,미수집,0,
카드,18100,18960,하락,,문구,N,0,0,0,0,0,미수집,0,
엽서,5400,6750,급하락,,문구,N,0,0,0,0,0,미수집,0,
캘린더,60500,206300,상승,,문구,N,0,0,0,0,0,미수집,0,
앨범,6600,8590,급하락,,문구,N,0,0,0,0,0,미수집,0,
기타용품,0,190,급하락,,기타,N,0,0,0,0,0,미수집,0,
주방가전,0,580,급하락,,가전,N,0,0,0,0,0,미수집,0,
밥솥,9900,34490,하락,,가전,N,0,0,0,0,0,미수집,0,
토스터,880,3750,급상승,,가전,N,0,0,0,0,0,미수집,0,
전기포트,0,28680,상승,,가전,N,0,0,0,0,0,미수집,0,
커피머신,4400,61400,하락,,가전,N,0,0,0,0,0,미수집,0,
에어프라이어,0,112000,유지,,가전,N,0,0,0,0,0,미수집,0,
튀김기,1300,6260,급하락,,가전,N,0,0,0,0,0,미수집,0,
냉장고,90500,177700,급하락,,가전,N,0,0,0,0,0,미수집,0,
전기그릴,0,12890,유지,,가전,N,0,0,0,0,0,미수집,0,
인덕션,9900,89000,하락,,가전,N,0,0,0,0,0,미수집,0,
하이라이트,12100,31260,급하락,,가전,N,0,0,0,0,0,미수집,0,
오븐,4400,14730,하락,,가전,N,0,0,0,0,0,미수집,0,
전자레인지,0,92900,하락,,가전,N,0,0,0,0,0,미수집,0,
믹서기,0,46800,급하락,,가전,N,0,0,0,0,0,미수집,0,
제빙기,4400,62400,급하락,,가전,N,0,0,0,0,0,미수집,0,
식기세척기,0,81100,급하락,,가전,N,0,0,0,0,0,미수집,0,
식품건조기,0,7170,급하락,,가전,N,0,0,0,0,0,미수집,0,
와플,12100,26640,상승,,가전,N,0,0,0,0,0,미수집,0,
토스트기,1300,16390,급하락,,가전,N,0,0,0,0,0,미수집,0,
찜기,1900,17750,급하락,,가전,N,0,0,0,0,0,미수집,0,
기타 주방가전,0,10,,,가전,N,0,0,0,0,0,미수집,0,
전기레인지,0,6570,급하락,,가전,N,0,0,0,0,0,미수집,0,
가스레인지,0,25950,급하락,,가전,N,0,0,0,0,0,미수집,0,
음식물처리기,0,198000,급하락,,가전,N,0,0,0,0,0,미수집,0,
생활가전,0,610,급하락,,가전,N,0,0,0,0,0,미수집,0,
세탁기,60500,91600,급하락,,가전,N,0,0,0,0,0,미수집,0,
세탁건조기,0,6870,급하락,,가전,N,0,0,0,0,0,미수집,0,
다리미,2900,25820,하락,,가전,N,0,0,0,0,0,미수집,0,
고데기,4400,24330,하락,,가전,N,0,0,0,0,0,미수집,0,
헤어드라이기,0,17900,급상승,,가전,N,0,0,0,0,0,미수집,0,
공기청정기,12100,86300,하락,,가전,N,0,0,0,0,0,미수집,0,
살균기,210,950,급하락,,가전,N,0,0,0,0,0,미수집,0,
면도기,4400,27410,하락,,가전,N,0,0,0,0,0,미수집,0,
전동칫솔,0,16220,하락,,가전,N,0,0,0,0,0,미수집,0,
스팀,301000,204000,상승,,가전,N,0,0,0,0,0,미수집,0,
물걸레,720,3100,급하락,,가전,N,0,0,0,0,0,미수집,0,
로봇 청소기,18100,133100,하락,,가전,N,0,0,0,0,0,미수집,0,
핸디,1000,2280,급하락,,가전,N,0,0,0,0,0,미수집,0,
진공 청소기,4400,8610,하락,,가전,N,0,0,0,0,0,미수집,0,
안마기,2900,14920,급하락,,가전,N,0,0,0,0,0,미수집,0,
족욕기,1900,15660,상승,,가전,N,0,0,0,0,0,미수집,0,
안마의자,4400,66100,급하락,,가전,N,0,0,0,0,0,미수집,0,
건강용품,0,100,급하락,,기타,N,0,0,0,0,0,미수집,0,
기타 생활가전,0,10,,,가전,N,0,0,0,0,0,미수집,0,
계절가전,0,40,급하락,,가전,N,0,0,0,0,0,미수집,0,
전기요,880,1660,유지,,가전,N,0,0,0,0,0,미수집,0,
가습기,18100,26430,급상승,,가전,N,0,0,0,0,0,미수집,0,
제습기,14800,294900,급하락,,가전,N,0,0,0,0,0,미수집,0,
선풍기,22200,426700,급하락,,가전,N,0,0,0,0,0,미수집,0,
선에어컨,0,10,,,가전,N,0,0,0,0,0,미수집,0,
